,MES DE RECOLECCION,ID,Código factura TR,Fabricante,Marca,Distribuidor TR,Descripciones TR,Codigos de barras TR,Codigo ref en Factura,Descripcion en factura,Tipo promocion,Codigo ref en Factura Dinamica,Descripcion en factura Dinamica,CIUDAD
148,2022-06-01,CC37005920,F2238,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",26,P.H ELITE DUO ROLLOTE X12 E.I AMARILLO,SIN DINAMICA PROMOCIONAL,,,CALI
149,2022-06-01,CC4653824,F2302,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,180363,PPK CUIDADO COMPLET PG24 LV27 (MY22),CON DINAMICA PROMOCIONAL,18161,* BONIF PH SCOTT CUIDADO COMPLETO (KCC),CALI
150,2022-06-01,CC75002819,F2161,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,180363,PPK CUIDADO COMPLET PG24 LV27 (MY22),CON DINAMICA PROMOCIONAL,18161,* BONIF PH SCOTT CUIDADO COMPLETO (KCC),CALI
151,2022-06-01,2714,F2261,DRYPERS ANDINA S.A,ELITE,OTERO GOMEZ DAVID MANUEL,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",510050,PH ELITE MAX DH X1/30,SIN DINAMICA PROMOCIONAL,,,BARRANQUILLA
152,2022-06-01,2714,F2261,DRYPERS ANDINA S.A,ELITE,OTERO GOMEZ DAVID MANUEL,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",5100441,PH ELITE DUO ROLLAZO X12,SIN DINAMICA PROMOCIONAL,,,BARRANQUILLA
153,2022-06-01,2694,F2268,DRYPERS ANDINA S.A,ELITE,OTERO GOMEZ DAVID MANUEL,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",5100441,PH ELITE DUO ROLLAZO X12,SIN DINAMICA PROMOCIONAL,,,BARRANQUILLA
154,2022-06-01,2694,F2269,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DELTA COMPANY SAS,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,1962,PH SCOTT CUID. COMPLE,SIN DINAMICA PROMOCIONAL,,,BARRANQUILLA
155,2022-06-01,705,F2291,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,MIXTIENDAS S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,NO VISIBLE,SCOTT CUIDADO COMPLETO X 30 ROLLOS (RO,SIN DINAMICA PROMOCIONAL,,,BARRANQUILLA
156,2022-06-01,2694,F2334,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DELTA COMPANY SAS,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,1962,PH SCOTT CUID. COMPLE,SIN DINAMICA PROMOCIONAL,,,BARRANQUILLA
157,2022-06-01,2694,F2337,DRYPERS ANDINA S.A,ELITE,OTERO GOMEZ DAVID MANUEL,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",51044,PH ELITE ROLLAZO TH X1/24,SIN DINAMICA PROMOCIONAL,,,BARRANQUILLA
158,2022-06-01,18,F2266,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,PROVEEDORA LA ALSACIA,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,,P.H SCOTT MAXIROLLO,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
159,2022-06-01,20,F2134,PAPELES NACIONALES S.A.,ROSAL,ABARROTES EL ROMPOY S.A.S,"PAPEL HIGIENICO ROSAL SUPER ROLL X 1 UN, PAPEL HIGIENICO ROSAL PLUS SUPER ROLLO ROSAL X 80 GR","7702120010213, 7702120012781",,ROSAL SUPER ROLLO UND (48),SIN DINAMICA PROMOCIONAL,,,MEDELLIN
160,2022-06-01,20,F2186,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,ABARROTES EL ROMPOY S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,,SCOTT MAXIROLLO UND (30),SIN DINAMICA PROMOCIONAL,,,MEDELLIN
161,2022-06-01,20,F2259,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,ABARROTES EL ROMPOY S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,,SCOTT MAXIROLLO UND (30),SIN DINAMICA PROMOCIONAL,,,MEDELLIN
162,2022-06-01,20,F2260,DRYPERS ANDINA S.A,ELITE,ABARROTES EL ROMPOY S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",,ELITE MEGARROLO (MAX) X30 UND,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
163,2022-06-01,20,F2260,PAPELES NACIONALES S.A.,ROSAL,ABARROTES EL ROMPOY S.A.S,"PAPEL HIGIENICO ROSAL SUPER ROLL X 1 UN, PAPEL HIGIENICO ROSAL PLUS SUPER ROLLO ROSAL X 80 GR","7702120010213, 7702120012781",,ROSAL SUPER ROLLO UND (48),SIN DINAMICA PROMOCIONAL,,,MEDELLIN
164,2022-06-01,20,F2260,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,ABARROTES EL ROMPOY S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,,SCOTT MAXIROLLO UND (30),SIN DINAMICA PROMOCIONAL,,,MEDELLIN
165,2022-06-01,20,F2271,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,ABARROTES EL ROMPOY S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,,SCOTT MAXIROLLO UND (30),SIN DINAMICA PROMOCIONAL,,,MEDELLIN
166,2022-06-01,30,F2190,DRYPERS ANDINA S.A,ELITE,DISTRIBUIDORA EL IMPERIO,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",25007,PAPEL ELITE DUO ROLLAZO X 24,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
167,2022-06-01,30,F2190,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIBUIDORA EL IMPERIO,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,25087,PAPEL SCOTT MAXIROLLO 24 X 1,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
168,2022-06-01,30,F2190,PAPELES NACIONALES S.A.,ROSAL,DISTRIBUIDORA EL IMPERIO,"PAPEL HIGIENICO ROSAL SUPER ROLL X 1 UN, PAPEL HIGIENICO ROSAL PLUS SUPER ROLLO ROSAL X 80 GR","7702120010213, 7702120012781",25059,PAPEL ROSAL SUPER ROLLO X  12,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
169,2022-06-01,56,F2231,DRYPERS ANDINA S.A,ELITE,DISARCO TAT S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",5455,PH. ELITE MAX DH X 15,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
170,2022-06-01,63,F2214,PAPELES NACIONALES S.A.,ROSAL,DISTRIBUCIONES VASQUEZ HERMANOS,"PAPEL HIGIENICO ROSAL SUPER ROLL X 1 UN, PAPEL HIGIENICO ROSAL PLUS SUPER ROLLO ROSAL X 80 GR","7702120010213, 7702120012781",,PH  ROSAL PL XXG SUPER * 12,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
171,2022-06-01,63,F2214,PAPELES NACIONALES S.A.,ROSAL,DISTRIBUCIONES VASQUEZ HERMANOS,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,,PH ROSAL G 2EN1 MORADO*54,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
172,2022-06-01,100,F2132,DRYPERS ANDINA S.A,ELITE,DISARCO TAT S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",5455,PH. ELITE MAX DH X 15 P.E.,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
173,2022-06-01,126,F2245,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,AGENCIA CONRADO POSADA,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,000674,PACA SCOTMAXI,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
174,2022-06-01,189,F2189,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIMARCAS S.A.,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,30242775,HIG. SCOTT CUIDADO COMPLETO 3P 1 X 254 MT,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
175,2022-06-01,207,F2147,DRYPERS ANDINA S.A,ELITE,DISARCO TAT S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",5436,OF. ELITE DUO EL ROLLAZOX24 GTIS 1 ROLLAZO,CON DINAMICA PROMOCIONAL,5436,OF. ELITE DUO EL ROLLAZOX24 GTIS 1 ROLLAZO,MEDELLIN
176,2022-06-01,207,F2195,DRYPERS ANDINA S.A,ELITE,MARCAS Y DISTRIBUCIONES S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",29540,PAPEL HIG ELITE MAX DH*30 UDS,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
177,2022-06-01,229,F2265,DRYPERS ANDINA S.A,ELITE,VENTAS DOBLEG SAS,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",53085,ELITE PH DUO ROLLAZO TH X1PAQ X24ROLL,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
178,2022-06-01,311,F2267,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIMARCAS S.A.,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,30242775,HIG. SCOTT CUIDADO COMPLETO 3P 1 X 254 MT,CON DINAMICA PROMOCIONAL,OFK-302,(2775) HIG. SCOTT CUIDADO COMPLETO 3P 24X1X254 PEGASUS,MEDELLIN
179,2022-06-01,311,F2270,PAPELES NACIONALES S.A.,ROSAL,PANDAPAN DISTRIBUCIONES S.A.S,"PAPEL HIGIENICO ROSAL SUPER ROLL X 1 UN, PAPEL HIGIENICO ROSAL PLUS SUPER ROLLO ROSAL X 80 GR","7702120010213, 7702120012781",0000788,HIG ROSAL SUPERROLLO XXG 1X4X12,CON DINAMICA PROMOCIONAL,0000788,HIG ROSAL SUPERROLLO XXG 1X4X12,MEDELLIN
180,2022-06-01,311,F2297,PAPELES NACIONALES S.A.,ROSAL,PANDAPAN DISTRIBUCIONES S.A.S,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,0001022,HIG ROS G 1X3X18 PR ESP,CON DINAMICA PROMOCIONAL,0001658,GT 1 UNID ROSAL G PAPELES,MEDELLIN
181,2022-06-01,352,F2272,DRYPERS ANDINA S.A,ELITE,DISARCO TAT S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",5455,PH. ELITE MAX DH X 15,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
182,2022-06-01,869,F2250,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,ABARROTES HH,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,,PAPEL H. SCOTT MAXI ROLLO X 24,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
183,2022-06-01,892,F2184,DRYPERS ANDINA S.A,ELITE,TRIUNFADORES ASUTIENDA S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",90000515,PH ELITE MAX X30,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
184,2022-06-01,995,F2217,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,SERDISTAT S.A.S,"PAPEL HIGIENICO SCOTT RINDEMAX XG X 1 UN, PAPEL RINDEMAX DOBLE HOJA SCOTT X 1 UN, PAPEL HIGIENICO SCOTT RINDEMAX X 1 UN","7702425811126, 7702425644724, 7702425807952",NO VISIBLE,P.H SCOTT RINDEMAX PAQUETE X 6,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
185,2022-06-01,995,F2220,DRYPERS ANDINA S.A,ELITE,DISARCO TAT S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",NO VISIBLE,PH. ELITE MAX DH X 15 P.E.,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
186,2022-06-01,1143,F2141,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,OSCAR IVAN DEL RIO DEL RIO,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,,PG SCOTT MAXIX24X1,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
187,2022-06-01,1143,F2221,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,OSCAR IVAN DEL RIO DEL RIO,"PAPEL HIGIENICO SCOTT DOBLE HIGIENE X 1 UN, PAPEL HIGIÉNICO SCOTT DOBLE HIGIENE X 1 UN","7702425810150, 7702425810655",PH0014,PH SCOTT 2EN1x24UND,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
188,2022-06-01,1191,F2148,DRYPERS ANDINA S.A,ELITE,MARCAS Y DISTRIBUCIONES S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",29533,ELITE ROLLAZO PAGUE 24 LLEVE 25,CON DINAMICA PROMOCIONAL,29533,ELITE ROLLAZO PAGUE 24 LLEVE 25,MEDELLIN
189,2022-06-01,1191,F2207,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISMAYOR S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,75002,P.H CUIDCOMPLET X 24 + 3 ROLLOS,CON DINAMICA PROMOCIONAL,75002,P.H CUIDCOMPLET X 24 + 3 ROLLOS,MEDELLIN
190,2022-06-01,1257,F2192,DRYPERS ANDINA S.A,ELITE,MARCAS Y DISTRIBUCIONES S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",29540,PAPEL HIG ELITE MAX DH*30 UDS,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
191,2022-06-01,1438,F2255,DRYPERS ANDINA S.A,ELITE,PANDAPAN DISTRIBUCIONES S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",0006707,PAPEL HIGIE ELITE DUOROLLAZO 1x24,CON DINAMICA PROMOCIONAL,0006782,GT 1 PAPEL ELITE DUO ROLLAZOX 24,MEDELLIN
192,2022-06-01,1438,F2256,DRYPERS ANDINA S.A,ELITE,PANDAPAN DISTRIBUCIONES S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",0006707,PAPEL HIGIE ELITE DUOROLLAZO 1x24,CON DINAMICA PROMOCIONAL,0006782,GT 1 PAPEL ELITE DUO ROLLAZOX 24,MEDELLIN
193,2022-06-01,1569,F2216,DRYPERS ANDINA S.A,ELITE,DISARCO TAT S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",5427,ELITE DUO ROLLAZO X 24 GTIS 1 ROLLAZO,CON DINAMICA PROMOCIONAL,5427,ELITE DUO ROLLAZO X 24 GTIS 1 ROLLAZO,MEDELLIN
194,2022-06-01,1569,F2232,DRYPERS ANDINA S.A,ELITE,DISARCO TAT S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",5455,PH. ELITE MAX DH X 15,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
195,2022-06-01,2695,F2202,DRYPERS ANDINA S.A,ELITE,DISARCO TAT S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",5436,OF. ELITE DUO EL ROLLAZOX24 GTIS 1 ROLLAZO,CON DINAMICA PROMOCIONAL,5436,OF. ELITE DUO EL ROLLAZOX24 GTIS 1 ROLLAZO,MEDELLIN
196,2022-06-01,2695,F2202,DRYPERS ANDINA S.A,ELITE,DISARCO TAT S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",5455,PH. ELITE MAX DH X 15,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
197,2022-06-01,2695,F2218,DRYPERS ANDINA S.A,ELITE,ABARROTES HH,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",,PAPEL H. ELITE MEGARROLLO X30,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
198,2022-06-01,2695,F2219,DRYPERS ANDINA S.A,ELITE,DISARCO TAT S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",5427,ELITE DUO ROLLAZO X 24 GTIS 1 ROLLAZO,CON DINAMICA PROMOCIONAL,5427,ELITE DUO ROLLAZO X 24 GTIS 1 ROLLAZO,MEDELLIN
199,2022-06-01,2695,F2219,DRYPERS ANDINA S.A,ELITE,DISARCO TAT S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",5455,PH. ELITE MAX DH X 15 P.E.,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
200,2022-06-01,2796,F2206,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIBUIDORA EL IMPERIO,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,25087,PAPEL SCOTT MAXIROLLO 24 X 1,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
201,2022-06-01,2796,F2282,DRYPERS ANDINA S.A,ELITE,MERCADOS SAN FERNANDO,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",76310,PH ELITE INDIVIDUAL X30uds,SIN DINAMICA PROMOCIONAL,,,MEDELLIN
202,2022-06-01,2821,F2131,DRYPERS ANDINA S.A,ELITE,DISARCO TAT S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",5428,OF. ELITE DUO EL ROLLAZO X48 GTIS 3 ROLLAZOS,CON DINAMICA PROMOCIONAL,5428,OF. ELITE DUO EL ROLLAZO X48 GTIS 3 ROLLAZOS,MEDELLIN
203,2022-06-01,CC70952485,F2150,DRYPERS ANDINA S.A,ELITE,MARCAS Y DISTRIBUCIONES S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",29533,ELITE ROLLAZO PAGUE 24 LLEVE 25,CON DINAMICA PROMOCIONAL,29533,ELITE ROLLAZO PAGUE 24 LLEVE 25,MEDELLIN
204,2022-06-01,CC79620524,F2306,DRYPERS ANDINA S.A,ELITE,DISARCO TAT S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",5436,OF. ELITE DUO EL ROLLAZOX24 GTIS 1 ROLLAZO,CON DINAMICA PROMOCIONAL,5436,OF. ELITE DUO EL ROLLAZOX24 GTIS 1 ROLLAZO,MEDELLIN
205,2022-07-01,705,F2518,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DELTA COMPANY SAS,"PAPEL HIGIENICO SCOTT RINDEMAX XG X 1 UN, PAPEL RINDEMAX DOBLE HOJA SCOTT X 1 UN, PAPEL HIGIENICO SCOTT RINDEMAX X 1 UN","7702425811126, 7702425644724, 7702425807952",3322,PH SCOTT RINDEMAX,CON DINAMICA PROMOCIONAL,1789,BONI 1 PH SCOTT CUIDA,BARRANQUILLA
206,2022-07-01,2694,F2447,DRYPERS ANDINA S.A,ELITE,GRUPO COMERCAR MULTIMARCAS S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",NO VISIBLE,PH ELITE DUO ROLLAZO TH X12,SIN DINAMICA PROMOCIONAL,,,BARRANQUILLA
207,2022-07-01,2714,F2472,DRYPERS ANDINA S.A,ELITE,OTERO GOMEZ DAVID MANUEL,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",5100441,PH ELITE DUO ROLLAZO TH X12,SIN DINAMICA PROMOCIONAL,,,BARRANQUILLA
208,2022-07-01,2714,F2524,DRYPERS ANDINA S.A,ELITE,DISMA LTDA,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",DP0060,PH ELITE DUO ROLLAZO X 24und,SIN DINAMICA PROMOCIONAL,,,BARRANQUILLA
209,2022-07-01,111,F2498,PAPELES NACIONALES S.A.,ROSAL,VENTAS Y MARCAS S.A.S,"PAPEL HIGIENICO ROSAL SUPER ROLL X 1 UN, PAPEL HIGIENICO ROSAL PLUS SUPER ROLLO ROSAL X 80 GR","7702120010213, 7702120012781",5300013,PAPEL HIG ROSAL PLUS XXG SUPER X1RLL CJ48,SIN DINAMICA PROMOCIONAL,,,BOGOTA
210,2022-07-01,346,F2394,DRYPERS ANDINA S.A,ELITE,DSOSA S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",5100442,12 UND P.H ELITE ROJO ROLLAZO ,SIN DINAMICA PROMOCIONAL,,,BOGOTA
211,2022-07-01,346,F2394,PAPELES NACIONALES S.A.,ROSAL,DSOSA S.A.S,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,30122,P.H ROSAL MORADO 3 HOJAS PAQUETE * 18 UND,SIN DINAMICA PROMOCIONAL,,,BOGOTA
212,2022-07-01,346,F2416,PAPELES NACIONALES S.A.,ROSAL,INDUSTRIAS ALIMENTICIAS VALENPA S.A.S,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,,HIG ROSAL G 18x3 MORADO,SIN DINAMICA PROMOCIONAL,,,BOGOTA
213,2022-07-01,353,F2488,DRYPERS ANDINA S.A,ELITE,MARCAS Y DISTRIBUCIONES S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",29540,PAPEL HIG ELITE MAX DH*30 UDS,SIN DINAMICA PROMOCIONAL,,,BOGOTA
214,2022-07-01,433,F2393,DRYPERS ANDINA S.A,ELITE,SURTILIDER S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",590016,PAP.  HIG ELITE ROJO X24U*,SIN DINAMICA PROMOCIONAL,,,BOGOTA
215,2022-07-01,533,F2165,DRYPERS ANDINA S.A,ELITE,NUTRIUM S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",1499543,PH ELITE DUO ROLLAZO TRIP-HOJA ROJO X 24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
216,2022-07-01,690,F2507,DRYPERS ANDINA S.A,ELITE,DULMARCAS M&M S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",ELIT03,PAP HIG ROLLAZO ROJO X24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
217,2022-07-01,690,F2508,DRYPERS ANDINA S.A,ELITE,DULMARCAS M&M S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",ELIT03,PAP HIG ROLLAZO ROJO X24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
218,2022-07-01,690,F2509,DRYPERS ANDINA S.A,ELITE,DULMARCAS M&M S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",ELIT04,PAP HIG ELI MAX AZUL X30,SIN DINAMICA PROMOCIONAL,,,BOGOTA
219,2022-07-01,690,F2509,DRYPERS ANDINA S.A,ELITE,DULMARCAS M&M S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",ELIT03,PAP HIG ROLLAZO ROJO X24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
220,2022-07-01,690,F2510,PAPELES NACIONALES S.A.,ROSAL,INDUSTRIAS ALIMENTICIAS VALENPA S.A.S,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,,OF HIG ROSAL G 18 + 1 R ROSAL G,CON DINAMICA PROMOCIONAL,,OF HIG ROSAL G 18 + 1 R ROSAL G,BOGOTA
221,2022-07-01,690,F2511,DRYPERS ANDINA S.A,ELITE,DULMARCAS M&M S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",ELIT03,PAP HIG ROLLAZO ROJO X24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
222,2022-07-01,763,F2205,DRYPERS ANDINA S.A,ELITE,DISTRIBUIDORA SURTIMARCAS BOGOTA S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",,PAPEL ELITE DUO ROLLAZO X 12U,SIN DINAMICA PROMOCIONAL,,,BOGOTA
223,2022-07-01,763,F2377,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CONFI SPRESS,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,CON DINAMICA PROMOCIONAL,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,BOGOTA
224,2022-07-01,763,F2378,DRYPERS ANDINA S.A,ELITE,NUTRIUM S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",1499543,PH ELITE DUO ROLLAZO TRIP-HOJA ROJO X 24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
225,2022-07-01,865,F2389,DRYPERS ANDINA S.A,ELITE,DISTRIBUIDORA SURTIMARCAS BOGOTA S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",,PAPEL ELITE ROLLOTE AMARILLO X12U,SIN DINAMICA PROMOCIONAL,,,BOGOTA
226,2022-07-01,932,F2478,DRYPERS ANDINA S.A,ELITE,T.A.T DIMAR S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",NO VISIBLE,PAPEL HIGIENICO ELITE MAX X 30,SIN DINAMICA PROMOCIONAL,,,BOGOTA
